"","QE1-S1","QE1-S2","QE1-S3","QE1-S4","QE1-S5","QE5-M1","QE5-M2","QE5-M3","QE5-M4","QE5-M5","QE5-H1","QE5-H2","QE5-H3","QE5-H4","QE5-H5"
"107307073",641,444,298,352,406,487,658,601,548,258,727,486,435,408,490
"107307068",25.0406,15.2332,5,9,7.00678,5,18,14.0856,10,7,18.0316,4,9.94452,9.06451,9.01236
"107307061",62,38,37,34,38,46,65,42,44,31,44,34,51,65,84
"107307071",50,35,47,54,46,49,61,71,58,24,83,42,76,85,69
"107307060",2404,1624,1496,1986,1710,1024,2702,3543,2615,1462,2583,1334,2087,2930,1452
"107307063",193,135,64,62,116,100,183,72,135,55,122,107,122,134,154
"107307062",376,333,341,301,433,445,516,421,491,255,482,386,502,526,568
"107315299",8.66666666666667,7.33333333333333,4.66666883666667,10.6666666666667,4.33333333333333,15.666673,11.6666666666667,11.3333333333333,12,14.6666666666667,9.33334666666667,3.66666666666667,10.6666727066667,8.33333333333333,10.3333333333333
"107315708",717.49815,455.00000001115,844.0005,1178.498,515.50074735,1520.5005,1980.999,478.500001185,416.5000000062,300.50005,1112.5005,532.50025,488.00013185,2380.5,850.5015
"107325616",135.5,88.5001,97.0002,119.0001,118.99985,119.00015,170.99995,117.00005,131.49985,80.9998,166.0001,101.0001,141.5002,169.99995,119.99985
"107325311",14944,10496,11218,11764,11687,11113,20948,14479,13957,9627,14732,12806,18623,23543,18534
"107325306",1360,935,795,1078,1392,987,1765,1044,1225,771,1059,912,1208,1640,1294
"107325297",165.8445,116.5335,85.966,129.2025,219.32355,133.801,159.7701,131.88445,168.7995,81.25305,125.605,104.1368,134.9338,158.42285,140.66265
"107325305",1358.65565,955.968,1042.035,946.79975,933.1753380235,1167.1972,1483.730441167,1093.61805,1180.2,636.7451238045,1367.39315,850.365,1249.0674,1419.575,1267.8379475
"107325309",97,67,71,65,86,82,101,80,68,57,162,65,86,116,95
"107325322",408.749875,310.74985,200.5001,250.5000234485,364.74965,338.9994546255,377.25025,353.25035,317.00015,150.999875,410.99925,442.499775,271.500025,366.25092514175,650.75
"107308174",194.50005,123,112.49995,117.99985,114.50005,149.5,181.999935,158.5002,163.50005,74.99985,224.000125,149.0001,200.5002,200.5,239.5
"107308161",237.999866666667,148.333366751667,113.3332,171.333233333333,191.333200556667,226.3333,251.666600443333,203.333333361467,215.6667,107.333266666667,227.333400186333,248.333166777,157.000066666667,185.333196666667,295.666505
"107308125",493,310,283,409,411,334,517,443,474,273,506,402,418,525,514
"107308112",269,179,188,222.000163333333,241.999923333333,198.333333333333,328.3332,246.666666666667,248.33346,135.666666666667,263.333333333333,233,215.666666666667,278.33324,339.666666666667
"107308137",291.334035314667,169.00010445095,162.1512192175,237.833245919167,306.6666666835,182.000086333333,298.1667865,199.499233344233,203.000016858333,166.666666666667,257.332169498667,189.66206000775,194.327073998333,179.499990833333,256.165571833333
"107311288",362.428057304286,323.8573,250.141984571429,182.428673085714,292.141064059143,434.427331428571,286.428177062857,351.141775072857,385.284336857143,192.285728571429,516.000085947143,211.996085714286,334.857314285714,351.564742941429,418.282
"107311289",99.9999333333333,76,63.6666666666667,84.3334633333333,70.3333466666667,95.6665666666667,116.333333333333,80.3333133333333,95.6665333333333,40,169.666766666667,86.3334,116.33326,145.333366666667,103.333476666667
"107318337",253.666833333333,186.6666,161.666766666667,196.333466666667,219.6668,231.999933333333,311.333466666667,211.999866666667,239.9998,146.66661,318.0001,224.333466666667,238.3332,297.999933333333,324.0001
"107318335",24.5,32.5,24.50002,17,21,43.5,41,26.5,45.5,43.49998,108.49975,19.499985,34.5,25,30.5
"107318336",0,0,0.24999990275,0.24999987775,0.25000011325,3.5,0,0.24999998475,6.75,2.2499995,2.25,0,3,0.24999993975,3.2500025
"107316055",23.09997356,2.4,1.80000000151,18.4000390961,1.8,17.2999702312,8.7999976,10.29999994814,13.3,4.99999600108,4.7,2.8000000026,16.300000444,23.000013471,9.8000008083
"107316058",251,257,233,123,239,276,508,249,263,178,257,456,352,266,476
"107316059",17500.5,13537.98,10811,11204.475,14589,15497.485,24868,15812.5,18042.5,8826.51,11308.015,18874,18011.515,15611.02,22883
"107316057",158.99997,111.5001,69,110.5,114.49975,159.49975,141,151.9998,148.9999,71.5002,134.9999,160.99985,113.499855,105.99985,190.5001
"107307064",1248,993,320,323,540,520,2022,588,750,247,703,543,573,560,651
"107318697",951,1059,551,759,1032,2042,1399,995,2115,891,1470,1329,1037,1006,1352
"107318686",874.166333333333,655.833166666667,597.83385,582.000116666667,843.667333333333,1000.66733333333,1037.33333333333,779.333,1032.6667,483.833116666667,1368.16745,939.667483333333,856.498666666667,985.998833333333,1292.83366666667
"107318694",7.5,8.999985,5.5,7.5,8.5,28.5,7.000015,5.5,32.5,10.5,33.999995,9.5,28.5,16.49999,14.00001
"107318696",127,154,85,83,79,115,116,129,142,73,197,76,295,116,145
"107318692",61.50001669375,41.916731704,38.6666758349417,37.5000417816667,55.7500586558333,62.1666422083333,61.6666083467667,49.2500169166667,72.4166398476667,29.2499525,104.249996916667,54.833323425,70.9166135768333,67.000043582175,98.4166333333333
"107314539",1308,893,874,925,1356,1132,1640,1306,1367,718,1258,1177,1245,1385,1756
"107323845",561.5,303,331.5,695.501645,714,697.500725,706,1010.998745,448.99982,569.5,782.497625,375.99976,1982.501985,930.5,551.5
"107323817",100.19984,69.39999834,33.2,61.6000731716,78.200116,89.199988,86.400042,74.40001094,80.400048,45.4,93.800036,100.59992,49.40000304,59.800050006,117.000064
"107323842",21,18,10,26,26,24,25,20,33,16,72,27,48,29,31
"107323824",508,318,287,282,439,451,559,406,376,234,423,388,441,407,528
"107323818",723,445,416,531,506,597,813,594,620,336,795,503,484,532,1054
"107323843",2254,1582,1292,1646,2145,2078,2761,2261,2311,1268,2599,2193,2445,2745,3379
"107318196",31.0000825,17.24999,25.250073,17.000001255,17.9999925,30.750025,30.50009,37.50011275,21.999995,11.25,64.7499625,25.7500125,33.249965,37.4998925,41.999925
"107315681",1065,593,792,1070,588,1588,1144,598,1230,645,937,848,1154,948,1201
"107315683",10,6,2,12,7,8,19,5,12,6,15,7,8,13,14
"107315667",117.571371431314,157.571414285714,206.286242850571,115.142814285714,142.57143,220.999514285714,221.571443238571,182.000038015714,202.428515338571,110.285757734429,283.143314285714,122,211.714228571429,203.285771428571,268.856685714286
"107315668",494,287,265,386,334,424.998,503,465,394,223,587,355,414,532,576
"107325397",349.333333333333,299.666666666667,329.333333333333,251.333233333333,343.999933936667,488.334,498.999333333333,312.666666666667,401.666667246667,260.666533333333,398.666666666667,294.666600196667,401,449.332333333333,452.0008432
"107325507",282.027817142857,166.988485764,214.706785714286,154.623075714286,243.596800010357,282.175192857143,279.998778571429,256.702735716814,271.872421428571,155.888813543571,312.515278571429,187.097592857143,290.817573271429,313.662004428571,343.462239971429
"107306584",16.1809,16.1193,18.166,7.0895,9.05247,6.10259,16.2018,7.0522,11.1035,7.07319,11.0835,18.0804,11.0809,17.2344,14.3384
"107306590",59.8558771428571,31.1428228571429,20.0000714285714,28.9999928571429,40.1428042857143,13.9999928571429,59.8570228571429,37.7142357142857,35.5714142857143,12.4277257142857,36.2856685714286,27.8566728571429,50.9980471428571,28.7142614285714,58.1428571428571
"107312746",21.5,11,28,15.5,19,24.5,37.5,39.5,36,16.5,98,20.5,30.5,28,36
"107312704",7756,4036,4742,4843,5276,6535,8080,5705,6190,3481,7795,5374,7896,8258,9384
"107312705",23.0131,18.015,15.0129,18.0072,14.0084,42.0283,38.027,16.0064,16.0152,18.0089,24.0169,18.0172,35.0241,30.0183,39.0218
"107312734",580.518,391,356,394.478,367,557,546,486,504.453,262,488,388,482,517,538
"107312708",86.6958352728571,60.8048717447857,56.4285657696429,61.4459202228571,70.8489229642857,82.6120235803857,93.2168580185714,83.7071071439857,87.2856795438571,43.7142449542857,95.3977931161643,64.5000382673571,85.2857395112857,93.2315578723571,94.8641516708571
"107306424",24.75,18.75,8.0000000475,18.25,16.00000005775,11,25.25,26.25,27.0000075,8.5000105,26.4999975,10.4999975,24.0000025,13.2500066105,20.5000125
"107317544",8.249995,5.75,3.2500025,6.99999,7.25,4,8.3198582385,9.0000025,8.25,6.25,10.24999,4,9.5,9.499995,12
"107310822",26.1052890099958,24.9473768055789,24.1052610526316,17.8947036842105,22.842117785,33.9473542154684,31.3684216210526,25.7894736842105,27.7894311073684,19.1052421052632,41.0000071344053,26.6315858070526,27.1052653842105,36.8420960614211,51.3684452631579
"107322457",11.99999375,6.874994755875,3.75,6.0805625,8.000000575,6.124995,8.98526,11.5,9.37499966,3.37499875,16.25,5.49999875,14.000005,7.711205,17.4897875
"107325923",319.40575,213.95475,88.2345,230.79225,282.5275,101.95375,412.983125,286.6705,340.8165,97.4905,339.49675,139.43875,280.785,205.044175,415.692
"107325920",92.68835,44.0904,26.0308,60.41565,79.4446,28.0922000055,94.53425,66.15885,51.86715,26.51935,46.5067,16.12295,44.92985,35.9113,55.1161
"107317539",3074,2836,2913,3404,3633,3333,3495,2861,2744,2664,5804,2850,3693,4642,3369
"107306474",109.111066781111,88.6667277388889,41.6666255555556,89.3333184002222,103.333306666667,50.9999988888889,112.555524444444,109.000033333333,111.555601608889,27.1110725555556,109.6667,41.6667,123.111211111111,70.2222133333333,142.444423333333
"107306490",8,5.5,3.5,5.5,6.5,6,12.99998,10.5,12.5,1.5,22.5,5.5,6,8,14
"107306479",1316.632,922.0905,1143.7445,1000.854,1214.502,1117.02035,1705.9465,1322.5005,1325.034,672.58425,1664.665,1185.65015,1440.846,1707.559,2123.9575
"107308931",26.5,16,12.5,8,10.5,17.5,29.500005,23,9.5,12.5,284.5,20,23,32,28.5
"107308918",483.9993,340.24915,326.251125,308.50095,337.499025,380,493.499625,391.00075,403.499325,258.25,545.9998,441.74975,428.249625,572.5,551.74925
"107308927",108,3,3,23,15,0,16,8,3,26,55,19,66,140,2
"107325608",0,3.05896,4,6,10,26,29.2614,14.2151,10.1566,11,10.0757,4,18,7,13
"107325605",69.5,78.5,81.49975,105.49985,19,60.000030345,56,63.9999295,56,29.0000000486,48,30,48,69,65.499799145
"107325638",30.4863571428571,18.6835914285714,14.3368942857143,22.0404776285714,19.1248142857143,31.2888714285714,34.5200528571429,26.2373142857143,24.0542971428571,16.1409,41.09571,16.59722,36.60753,31.0318685714286,23.0517857142857
"107325561",1706,995,949,1342,1364,1169,1671,1328,1537,836,2158,1274,1416,1628,1850
"107310319",319.25005,201.5002025,187.99985,170.74995,202.750025,217.49985,279.75,203.500125,184.0002,84.499948785,316.9998325,181.5,166.0000016425,256.499854415,269.49985
"107318726",9.39999,12,8.2,10.2,10,12.3999941174,22.599988,9.400008,7.4,7.59998852,18.8,5.000002,12.20000000216,19.200007,17.999994
"107318769",31.4375052906875,23.5000257133125,24.687485845,23.87503125,26.562514,33.894918781625,38.10952383,28.857629929125,32.375024483625,21.0000259446687,35.5486750699912,31.249979161875,37.28433975,42.43748136625,42.0815254975
"107306010",32.8873577468429,19.5714309884286,23.4286142857143,25.9999714285714,38.4285444285714,27.1701143804286,40.0000567835714,31.571412548,36.4285406771429,18,34.0000142857143,22.99999881,41.2857694367143,36.9999918689714,46.1428577042857
"107306009",1204,736,746,878.896,862.731,857.861,1202,989.629,1222,507,1445.73,653,1317,990.845,1144.47
"107306012",32.5,36.500005,23,36.000025,56.00011,49,72.50006,58.999855,49.00001,24.5,49.5,29.000025,55.499895,57.00021,104.9999
"107318094",658,554,696.5,558.5,648,846.001,992.4995,694.5,705.5,436.5,1113.5025,446.5,582,984.999,702.5
"107324056",15.60002,10.8,11.40002,12.799992,11.600009784,15.400000566,13.8,19.8,13.000002,12.6000044878,20.99998386,8.8000012,15.2,18.2,17.2
"107323966",309.3747125,228.69640375,222.2501625,211.499435,251.199,317.6250125,358.0002875,272.00005,281.44815375,157.1966625,363.197725,285.1250125,291.452525,371.0776075,410.655725
"107324039",267,183,189,186,255,267,330,252,348,183,309,237,301,334,368
"107324035",1050,751,665,742,1084,936,1273,1149,1119,655,1138,963,882,1252,1460
"107318805",232.666666865333,160.666667006667,148.333333441667,161.666667116667,163.33333351,182.000003533333,233.000024566667,185.000000273667,212.33333376,115.66666711,230,163.33333363,191.333333623,256.333333577333,249.33333378
"107318536",76.6668368,48.6666666666667,46,51.6666,72.3333666666667,69.9999,95.3332,60.0000666666667,65.9998452333333,36.666746861,109.666566666667,75.3333333333333,43.666618897,74.3332666666667,78.0000666666667
"107318540",47.3999,35.59998,24.79998,29.99998,30.8,55.6001,46.99994,47.80004,47.2,25.39998,157.7999,36.39998,25.6,44.79994,37.4
"107318602",50.0943166666667,35.8597777777778,32.4321988888889,39.0975788914556,53.7192555555556,39.8957666666667,48.0803422222222,42.6386777777778,49.5128933333333,28.9399355083333,48.4748333333333,35.2771777777778,43.4650888888889,50.4300596298889,63.8561870124444
"107318539",13669,10506,9192,12206,12902,13507,19554,15116,14892,9459,12559,11204,13232,14855,17239
"107318605",4,6,4,4,1,9,4,16,2,45,0,2,8,17,9
"107314809",380.235483333333,202.319396666667,252.628816666667,216.818243333333,286.879016666667,279.707333333333,333.42355,247.153733333333,315.433866666667,165.774083333333,310.412383333333,232.228266666667,360.0357,426.903283333333,373.048481666667
"107325129",502.49985,268,300.50005,266.99985,338.9998,366.49995,428.5,504.00015,556.0023,272.5002,585.00155,506.49985,461.5002,419.4999,514.4998
"107325078",1613,1088,1035,1151,1410,1376,1755,1512,1556,830,1688,1539,1705,1845,2116
"107306320",16,20,13,12,11,24,25,18,13,16,36,15,30,26,27
"107306322",217,116,87,74,105,183,217,176,150,104,131,55,144,98,82
"107306318",2140,1764,863,1492,1864,1541,2872,1707,2142,962,2679,1304,1863,2281,3136
"107306314",26,50,3,9,5,2,15,13,3,4,31,9,20,37,44
"107306327",376.666533333333,244.666733333333,152.3332,233.999966666667,238.33308,242.000133333333,412.6658,255.333363333333,331.666833333333,121,219.666833333333,170.666733333333,222.333366666667,243.666666666667,302.999966666667
"107323917",77.0312651125,52.8437184073656,55.8125027906031,52.5937545750625,53.8750055259375,61.7812371357406,71.4687107149375,63.3412430810562,60.3437435531656,40.1250266748625,59.5312547819813,56.0312577086875,62.15624570525,69.5625004865,80.5898626821656
"107323921",94.3333333333333,55.6667333333333,64.33337,53.0000666666667,70.3332,64.0001266666667,76.9998666666667,82.0000666666667,55.3334433333333,44.6666666666667,58.6668,41.3333666666667,64.6666433333333,117.666666666667,77.3333366666667
"107313348",9.399989198,8.799992,6.399992,7.599996,7.0000093,2.7999988582,10,5.1999959336,10.4,4.5999974076,3.3999909,3.3999967712,6.199998,8.6,9.200018
"107313381",12.8,7.199998,7.799996,6.999998,11.199998,12.8,12.999992,13.400004,11.399996,6.600004,16.80001,7.400008,12.399998,13.600024,12.399988
"107313307",202.25039625,139.2500075,125.00008625,139.49995,161.49996125,166.3750725,223.24967125,171.99997625,178.99994125,111.50001375,206.1251525,166.99992875,215.12457875,228.99980125,273.12558625
"107313374",12,5,15,9,11,5,9,3,16,6,6,2,10,18,12
"107306728",4.33334333333333,5.99999666666667,0,8,6.66665666666667,12.0000066666667,20,11.33334,25,0,19,0.666666666666667,2,1.66666666666667,5.33334666666667
"107306727",3219.4996,1821.9995,1306.0013,1644.00245,2226.99815,875.50235,2895.5018,1964.99885,1505.998,883.0024,2192.9996,1953.5,3111.00115,2035.00225,4174.0005
"107306729",101.60008,85.60016,45.99998,67.20006,76.80014,50.80008,113.19994,111.40022,99.400072,29.8,129.19996,34.20006,117.59986,63.79996,99.40014
"107306724",1014,1567.002165,1585,820.5,1229.5,4666.99925,1653,1017.000205,2756.500105,1182,1658.5,1827.5,2450.49801,1324.5,949
"107318576",1,2,6,0,3,4,1,5,2,1,16,7,4,8,4
"107318579",13,8,8,11,11,17,16,13,17,5,29,15,17,31,22
"107318570",1579,1050,961,1291,1432,1179,1970,1424,1424,975,1635,1259,1304,1578,1651
"107318569",623,515,490,462,474,666,689,635,612,392,944,753,617,982,916
"107318571",124,99,92,83,76,101,179,116,112,84,156,89,124,137,117
"107318578",12468,8067,7212,8490,10161,11297,20169,10390,10779,7068,10739,8970,10522,14119,14365
"107305790",1468.11,965.0021,891.4988,933.99785,1059.54615,1630.10885,1448.9997,1261.3137,1337.49975,750.99755,1872.35335,1002.87975,1299.99995,1511.3146,1484.26905
"107325212",540,392,352.99995,490,486,353.00015,668.0005,544.9994,566,342.5,473.0002,415.49995,464,596.499,566
"107325199",214.285727142857,148.142871428571,121.142814285714,143.142728571429,172.571485714286,215.714342857143,229.428642857143,173.857128571429,205.428657142857,111.571481428571,249.285757142857,176.857141428571,188.714342857143,222.714404285714,281.428628571429
"107325214",168.49995,80.5,83,140.5,91,34.5,148.0002,205.5,130.5,42.5,122.00005,91.5002,57.5,139.4999,112.5
"107309391",308.2657,229.72585,208.2968,208.45775,230.3065,254.0211,367.1796,295.21485,315.86205,196.1933,381.37235,270.3184,281.00005,366.399,410.047
"107309403",391.2495,236.4999375,141.25,204.9999275,201.25000813225,198.5002125,277.4989765,182.749991895,190.249995225,133.5,216.74995,237.499989315,183.0001118275,220.249875,279.249776455
"107309371",135,26,9,28,21,90,21,111,118,14,53,15,164,70,107
"107309378",91.99997,60.5001,52,84.5,68.5,32.5,117.4998,78,59.5,43.5,63.5,53,120.0002,88.9998,100.00005
"107309357",30.9999377416667,24.9999944021667,25.333335545,27.9999333333333,28.1666886666667,30.8333333333333,40.0000145376667,32.833257722,38.0000066041667,16.8333333333333,33.0000001933333,23.8333358466667,41.333405972,39.6666691083333,61.3333342666667
"107315698",289.40012,279.79986,244.800000296,193.0002,286.400081002,762.5999,427.20006,240.2,460.40094,281.19994,386.80006,425.400052,336.19988,305.59988,398.8000001962
"107315702",1987,1199.5,1182.5,1337,1471,1538.5,2250.495,1572,1721.5,823.5015,2139.5,1476.5,2093,2404.5,2320.5
"107315697",1174.49976253037,946.124462521125,782.0006625,946.1245,800.1247625,747.624650027875,1127.0000375,933.374575,1025.74955,523.00028752125,991.874525,777.25078,1275.1247625,1340.5010625,1443.6253125
"107314924",2.00015,0,0,0,1.00022,4,4.00062,2.00019,4.00148,1.00054,4,5,1.00039,2.00018,4.00165
"107314964",135.2501,108.0000725,82.249975,95.750125,114.2499,122.99995,145.250115003875,128.000134225,142.750125,78.999890305,140.249975,126.5001,126.7499625,143.999925,172.00005
"107314939",739,507,403,484,676,525,816,653,739,389,682,543,746,776,883
"107314938",23.1666433333333,12.3333258288,14.4999933333333,13.166675,22.1666833333333,18,22.5000254545833,17.333335,18.6666653831667,9.83333166666667,20.83335,16.3333375226667,15.66666312525,24.6667264686667,28.0000480403333
"107323677",1317,634,573,629,586,505,1049,1358,741,388,2932,663,887,797,623
"107323676",124,94,98,92,96,64,131,110,184,62,173,87,113,138,221
"107323621",206.600772,169.80006,164.199934,145.600032,204.8,222.600406,245.60032,167.40003,234.3995496,189.400086,235.39968,191.600086,270.400478,307.40066,297.600704
"107323624",494.5,281.5,305.5,342.5,300,307,541,350,404.5,201.5,426.5,346,481,492.5,430.5
"107323623",4200,3120,2173,2918,3504,3252,4651,3911,3925,2033,4551,4485,3230,4231,6218
"107315176",7,1,1,0,10,3,3,5,11,2,2,1,0,1,10
"107315210",29.000028465,16.75,11.999979025,15.249996985,27.999975,9.7500050057,22.250015,24.2500096,32.249995075,5.250002505,28.9999975,8.74999485,11.749991375,11.75,29
"107315209",43.6666366666667,48.33336,37.66667,46.6666666666667,37.3333333333333,53.3334666666667,59.3334,47.6666666666667,48,30,68.66671,33.0000066666667,57.3332766666667,54.666537709,56.9999666666667
"107315211",1472.9995,1379.5023215,904.499,952.5015,1393.5015,1360.5005,1627.9995,1590.5,1239.9975,854.00095,13307.99,1278.499,1395.001,1986.4985,2091.0005
"107314726",3414,2412,2310,2526,2918,2772,3944,3251,3398,2022,3342,2967,3275,3876,4388
"107314732",1669,1191,1072,1939,1470,1393,2071,1646,1559,1100,1564,1469,1991,2002,2334
"107314727",1077,708,482,603,637,981,1055,926,802,479,1008,1222,559,735,1056
"107314734",407.443,276.827,181.774,272.098,329.005,238.174,448.175,384.44,293.771,184.797,435.768,425.828,324.877,354.322,470.344
"107323761",721.000501,471.5001343935,522.50162785,544.999045,528.499579875,413.4999,802.5007345,551.49955,640.498,326.5,725.00135,377.500176,614.0003359015,622.99951,812.49964235
"107317981",7,5,8.5,4.5,7.5,2,6.5,7,10,4.5,8.50001,8.5,14,14.5,10.5
"107323279",10640,7405.505,5336.5,8098.98,6892.51,5917.5,10643.495,10146.005,8378.005,4275.5,12444.005,9796.025,7506.49,13214.515,13972.485
"107323262",22.6,15.4,20.599986,13.399994,22.8,27.2,29.7999992,18.6,29.19993,12.799982,27.40008,26.6,26.20007,32.3999740896,22
"107323288",350,202.7813,209,219,204.0288,280.5,310.734,283.5,243.00005,188,303.5,256,238.573,380.5,433.171
"107323297",365,257.6667,247.333466666667,266.666766666667,283.666433333333,347.995333333333,387.000033333333,268.9999,301.000266666667,192,398,275,312.999866666667,355.333,422.3333
"107306386",397,336,163,360,249,256,531,278,384,125,283,181,187,232,302
"107306381",2123,1617,1172,1522,1619,1277,1981,1660,1625,1019,2007,1612,1383,1551,2283
"107306382",343,316,182,249,254,330,398,251,336,183,882,355,387,503,738
"107306378",217.99986,140.3998,134.1999,159.4,161.40014,170.99994,230.40004,169.79996,189.79982,104.80002,231.19998,150.60014,171.79996,185.2,223.59982
"107314649",13.0000012966667,8.66666666666667,13.6666645666667,8.21558666666667,12,16.6666666666667,20,17.0000066666667,13.5585542,14.6666666666667,16.9622333333333,12.0000000104667,19.3333333333333,22.6666666666667,15.9999943333333
"107306080",23.6805,36.1087,13.3825,16.8378,42.8994,15.9562,99.7662,31.8481,32.2792,33.7714,31.1564,32.6444,52.2713,20.1357,88.1862
"107306082",169.6785,85.6645,71.029,101.4045,136.4195,142.784,190.107,158.0335,130.0205,88.071,141.815,133.344,110.082,155.933,160.208
"107306081",7,3,20,8,6,14,10,2,21,16,10,3,11,3,0
"107306077",686.07915,416.472925,448.65439675,491.2905,538.7762,469.7598525,773.807875,539.7878275,458.930225,257.057075,921.70915,487.087775,1067.681125,919.96655,1606.70397588
"107317719",977.9985,739,680.9995,789.001,833.499,815.49945,1246.4985,831.499,1147.999,520.5,1324.499,805.4995,952.49755,1034.0005,1180.499
"107317720",139.9998,102,28.5,79.5001,116.5002,89,141.99983,68.5,106.9999,57,72.4998,51.49999,114.500225,83.9999,44.500005
"107318631",11194,7764,8522,8762,9388,8155,15781,10869,10953,6640,12768,10083,14136,16546,15071
"107318629",10.625,9.12499625,3.749995,10.37501,14.875,7.125,9.25,11.0000025,14.62499875,10.25000125,9.499995375,15.75000375,9.75,4.99999875,12.625
"107312593",78.000024114,41.99999773,38.19990314,40.9999354794,37.600096147,67.20008,67.4001,54.9999101,57.40008,28.400000936,67.79994077826,43.199960845,55.19994,74.39994,80.599935976
"107312557",817.001133333333,579.999966666667,578.3325,533.666433333333,589.6677,816.668266666667,880.332933333333,685.666666666667,806.332633333333,410.666433333333,1241.0011,579.333466666667,847.000973333333,773.334,927.001366666667
"107310146",18.6071295487143,11.7143,11.8928470867857,10.7500100011714,14.4999976828571,13.7142857142857,15.7142771428571,14.6428821428571,17.1071357142857,10.1071460714286,19.0357178571429,9.10714468442857,10.6785673419286,14.4285485940357,12.4999808955893
"107323073",173.6247875,106.7500375,114.499975,91.3750125,144.3750375,166.374497376375,173.3754125,121.7499375,170.12504305875,75.250025,151.7499625,143.4999875,147.8749625,168.75045,246.9998875
"107323048",951.5994,679.00098,617.5998,616.0008,779.20016,1073.8004,1026.9998,765.7998,920.2,500.4,984.3996,838.5988,907.20017914,959.0002,1287.19846
"107323103",458,335,315,383,435,394.065,434.066,453,498.089,226.071,465.076,559,286.049,360.112,591
"107323132",229,126,107,136,183,142,225,206,185,92,206,160,202,177,186
"107318847",24.5333446666667,20.8000273333333,21.199972778,18.7333646689733,15.9333585286667,19.9333393333333,40.46664458,21.6666742733333,18.5999913993333,8.46666608933333,37.2666673333333,14.6666727913333,46.5333973893333,27.2000206678267,19.1333595973333
"107314739",40.8889,29.3889055555556,22.4444200555556,23.944483352,24.7777611111111,46.3333222222222,44.6666888888889,27.4444444444444,27.6666833333333,17.72224155,32.7777911111111,24.1667044444444,31.1667011111111,32.1666944444444,41.7222205555556
"107311264",232.999975,159.500037512975,150.000052404,207.5000011425,410.249975,190.2501330375,234.24992515425,177.5000001945,203.99990020875,124.2500325,216.50003,189.24995004,177.25003125,221.249962509375,220.24989545
"107315575",48,34,60,30,19,13,73,36,127.82,26,115,39,26,101,30
"107315554",4,1,7,2,0,1,2,5,10,3,2,1,0,17,1
"107315574",11,21,22,11,5,14,19,12,366,15,129,65,6,37,4
"107315555",1,5,3,1,2,1,9,2,9,1,6,5,3,7,0
"107315569",3.33333333333333,13.9999866666667,20.6666733333333,3.33333333333333,3.33333466666667,4.66666666666667,3.33333366666667,4.66665,44.9999807913333,12.6666666666667,767.999,6.00000333333333,8.66666666666667,58.9998555333333,9.66665333333333
"107315570",7,25,16,25,21,39,19,35,56,18,97,37,52,40,41
"107318613",63.5555800059,44.44451215,40.4444222222222,43.8889566666667,50.1111666678667,47.0001,68.1111122711111,53.4445111251111,64.222172555,35.7778544444444,61.2222211405556,57.8888855579556,53.7777095555556,63.6666233333333,80.7777666666667
"107318614",594,407,359,449,474,433,788,519,624,328,537,556,503,763,732
"107311645",772,614,493,523,524,599,966,642,707,432,724,578,628,763,902
"107321009",4930.339,2262.66533333333,2836.99906666667,3037.33633333333,2453.00133333333,2915.3348,5220.6755,3349.669,4866.335,1709.99933333333,3378.66533333333,4959.679,4389.33333404667,5489.00833333333,3536.332
"107320948",557.756,240.322,277.628,289.422,273.458,480.858,584.694,392.929,362.858,238.66,556.246,307.517,444.408,415.07,490.69
"107311413",145.666733333333,117.000033333333,80.00007,119.333483333333,88.3332666666667,130.000033333333,117.666633333333,122.333433333333,136.666633333333,60.3331666666667,235.666533333333,129.999866666667,151.666833333333,169.666666666667,173.3334
"107311396",68.1777,41.0657,58.0388,27.115,26.0268,260.546,47.027,18,24,18.0476,74.1076,24,49.1081,29.0458,13.0069
"107311412",34.60945,29.07015,47.5311,31.1396,9.01371,216.7306,16.59825,29.51462,80.7922,5.530035,30.81005,13.04305,30.58855,25.1237,30.88305
"107311391",542.5,347.000119115,338.00015,337.50015,515,634,566.5,548.4978,585.5005,296,648.5,620.0015,508.5,584.001775,845
"107311392",157.39988601672,179.99994,104.199964,155.40012,144.99994,126.5999,195.20012,188.4,209.399867616,82.19992,149.39994,131.4,142.20008,153.8001,159.19986
"107318054",1,3.5,0.5,4,1,2,5.5,2.5,7,3,5.50000002965,0.5,2,3.5,0.5
"107317933",114.72583460625,80.4922429005,72.1249625,80.49386098175,86.24487598125,123.6135769725,137.4999875125,103.749914160625,118.08799118125,50.610977881125,143.966546531125,103.999951275,85.8749708575,128.215332755587,156.74402255
"107315102",748.24975002525,578.99955,443.749000124,644.7509,536.4990003425,757.749750695,791.2507545,584.2503185085,708.75050465,415.25,623.7497503125,616.24900006525,609.50025,738.9992,579.501003125
"107315106",268,283,133,202,184,165,255,169,349.971,120,247,195,108,198.937,175
"107315105",2624.50055,1923,1741.50225,2026.5002,2030.00055,2206.4988,2562.0016,2198.00000346,2462,1409.00045,2492,1943,1890.4977,2539,2560.502
"107317807",58.59999010578,43.30004078,48.799979,44.100044568,44.59998413,54.6999550095,73.20002300873,57.40001202615,55.2000111081,39.499988,128.7000185209,60,82.40000002874,102.400023,89.80004009534
"107317805",1573,1413,1521,1303,1753,2933,2215,1868,2506,1127,2793,1408,1987,1702,1852
"107310439",4739,3122,2423,2685,4136,4388,4692,4746,4139,2097,5607,5226,4492,5262,7478
