"","QE1-S1","QE1-S2","QE1-S3","QE1-S4","QE1-S5","QE5-M1","QE5-M2","QE5-M3","QE5-M4","QE5-M5","QE5-H1","QE5-H2","QE5-H3","QE5-H4","QE5-H5"
"107324615",1017.750625,726.24975,612.749175,655.00125,831.250325,981.000675,1022.001,800.5005,924.00125,538.24975,1057.5,846.0005,906.75025,1058.5005,1267.50085
"107324005",587,342.5,349.5,359,486.5,452,515,443,484,272.5,462.5,496.5,606,574.001,742.0005
"107324007",4.5,2,2,3.5,3.5,10.499985,4,3.5,9.499975,2.9999985,0.5,12.499975,9.000005,13.5,16.49998
"107324006",1417,1037,916,1012,1340,1236,1763,1413,1270,880,1577,1195,1341,1640,1734
"107324011",163,145.000133333333,132.666666666667,134.6668,135.666666666667,168.666666666667,225.000033333333,172.3333,166.666766666667,112.0001,226.3334,130.333333333333,202.6667,188,151.999966666667
"107324012",800,564,477,610,737,619,925,869,773,423,868,631,783,927,1032
"107315902",0,1.00014,2.00393,0,1.0035,3.00159,1.00091,2.00204,7,0,49.0576,3.00045,0,3,3.0025
"107313462",22.5999941814,13.799996,16.8000004,19.2,14.9999860066,16.60001,25.59998,20.7999978,19.400002602,11.4,32.2,21.00000001322,24.39999,23.60001698,22.79999435
"107313581",220.5,179.5002,164.0002,258,236.5,221.5,357,313.5,419,96.5,638,252.5,245,278.5,366.5
"107313537",16.50002,19.5,19.5,31.5,14.5,17,43.5,29.5,38,18.49999,63.5,49.999975,26.5000008,56,20.499985
"107313544",129.999997745744,84.9999824966667,80.2221555714889,74.9999862531111,89.4444263941778,103.66666958,112.777827570667,112.111089126778,105.222317993667,60.3333117455556,111.333333877778,81.7777596802222,100.111225948111,115.777816327778,120.777722045433
"107317818",423.6668,335.6666,172.333366666667,593.999333333333,311.6665,293,725.665833333333,316.999866666667,474.666633333333,212.333233333333,259,487.666566666667,184.66677,321.333133333333,306.6668
"107317820",41,62,41,59,54,47,123,31,70,35,25,40,38,42,44
"107317829",93.6791861666667,57.86825,100.268469629333,126.411216666667,140.976633333333,100.150355,172.535485,97.5814354333333,52.0361473133333,53.9925466666667,194.064383333333,53.4463677,80.8742983333333,59.1467484375,111.357716666667
"107317815",645,442,570.08,534.449,566,767,804.176,745.523,787.07,571.076,1149.15,480.034,767.456,690.348,831
"107317817",2014.502,1510.499,1153.5015,1496.002,1708.501,1766.498,2596.501,1783.0025,2060.0015,1011.001,1800.0015,1777.498,1624.5005,2150.998,2198.501
"107317454",1943.0025,1097.998,1269.999,997.998,1084.501,1808.4995,2104.5025,1769.498,1631.5015,1156.999,1024.001,1296.502,1956.4975,2207.501,2482.4995
"107317458",82.14365,72.57785,94.572,81.682,99.92825,75.46365,127.93495,87.9935,101.8385,47.09445,73.94175,50.882,114.40365,140.7804,231.3217
"107307363",843,538,553,495,702,685,823,709,709,401,881,647,851,881,1149
"107307369",683,466,356,383,655,471,668,498,517,369,684,536,634,680,775
"107307361",167.000175,107.75011,72.9999,93.249975,137.249825,144.749975,177.000075,158.499975,129.749925,85.7500675,168.2502,130.4999,136.500015,162.2499,169.5000774275
"107307360",740,440,309,397,501,517,632,581,568,328,612,544,451,496,670
"107307368",70,183,25,7,27,46,31,15,11,74,59,42,1245,864,639
"107307367",324,229,220,205,275,331,386,319,324,144,388,256,425,456,489
"107325802",547.59922,480.99942,331.19998,413.6007,578.7682,729.9618,813.8012,532.7509,872.3998,286.5686,1160.8002,670.7726,973.1998,884.3612,1317
"107325774",263,292,222,206,260.16,319.189,367,406.25,339,125.156,314,236.136,312,412.193,317
"107325808",72,85,52,79,71,102,101,87,122,56,166,76,90,108,88
"107325807",1147.999,792.5,614,796.5015,995.499,928.4995,1279.999,911.002,1066.5,627,1209.498,1091.0005,1017.5015,1241.5,1499
"107325803",1507.4985,1071.50095,821.998775,1310.00071,1255.5006,1284.001295,1894.50115,1554.00146,1467.99755,792,2049.001,1201.0019,1729.498,1589.50205,1940.5015
"107321724",347,214,202,290,263,213,365,284,289,169,321,254,267,260,279
"107325231",1195,1181,886,925,1119,1496,1912.45,1384,1538.98,845,1708,1563,1334,1639,1894.56
"107325229",89,62,82,79,108,91,131,85,100,74,216,82,107,108,82
"107325228",325,210,185,244,283,216,380,278,292,192,304,238,249,342,400
"107325064",3,2,6,3,2,9,6,8,4,0,10,6,5,10,9
"107325218",19393.8,8398.85,14777.8,14898.8,9052.88,32195.8,18533.5,16437.3,12243.7,7664.68,14179.4,10498.9,30839.5,12359.7,10170.6
"107325244",490,327,323,333,382,419,457,428,471,266.853,539,293,428,454,561
"107307556",797.725,518.675,499.781,495,578.46,611.904,857.749,593.765,722.571,412,785.781,568.871,683.762,810.265,941
"107315855",508.333766666667,285.332975555556,293.666511111111,267.000088888889,315.555266666667,401.111227975556,512.110351111111,280.221701111111,496.888476666667,249.555611111111,546.000744444444,455.110766935889,521.6667,587.777738511111,415.111444444444
"107318508",135.5,86.00003,99.499915,126.005035,116.000095,74.50024,118.99995,74,100.50018,79.4998,97.501645,84.499905,108.50056,120.00066,81.000175
"107318556",352.8,252.3998,230.6,289.6,373.8002,413.00008,533,307.1998,384.3998,193.20006,368.6,270.40000028,319.59984,415.4,492.8
"107318575",295,244,275,309,297,254,307,355,313,322,396,202,418,432,511.922
"107318580",363,328,357,287,453,756,629,366,411,265,341,243,572,509,699
"107318156",60.0454358681818,44.4091136591,40.0909056363636,35.8636502727273,39.9090807533636,47.5451201363636,65.4091003163636,42.9999794381773,49.9090893675091,31.2272848105818,61.4545492968182,44.3181954545455,56.3182095510955,59.590923531,57.5909047859091
"107307240",103,47,71,66,110,32,107,82,78,41,86,54,63,84,153
"107307246",362,302,218,219,358,450,456,334,345,185,486,260,257,333,452
"107307249",318,292,224,178,276,357,424,294,326,164,411,261,223,279,373
"107314795",11.5000025,2.49999803,1.49999922,11.2500011125,5.50001,3.247,4.2500025,7.25,11,4,0,18.75,14.2499975,16.75,0.25
"107314836",15.5,6.999995,12.5,6.5,18.5,35,13.49999,8,12,8.499985,63.50017704,26.5000000173,98.00015,81,97.5
"107306291",718.284,655.313,166,398,566,464,906,713,639,165,873,644,348,191,691
"107306290",150.68749974,97.258025,61.715875,72.581860825,93.694725,87.139945,138.28315,112.43565,107.90255,43.8186357325,129.542775,88.377575,99.173975,95.3753808225,111.899175
"107323987",213.666666666667,118.999825666667,103.333447147,115.33333397,102.666666666667,134.666767843333,186.666666666667,116.333293113667,122.333349293333,66.3334047333333,171.6666666748,107.0000209,110.666592260667,173.333172853333,115.999795976667
"107323985",23.9999319864,15.199995586,14.80000274,14.400008668,13.000003612,14.399993476,25.200002,19.39999116,19.20000328,9.800010912,24.20001,14.000006634,17.80000124,23.8,15.400001648
"107323988",14,4,1,11,15,1,2,7,5,5,7,5,9,16,6
"107313195",2223,1576,1344,1579,1947,2009,2699,2117,2380,1323,2354,2233,2119,2620,2962
"107313137",443,341,260,325,368,418,608,398,412,212,542,429,361,533,857
"107313184",4609,3307,2644,3447,3456,3284,6004,4195,4144,2272,5464,3746,4321,4513,6665
"107306292",641.999,413.526666666667,275.9999,420.333333333333,425.549333333333,323.3334,666.334666666667,471.865333333333,490.333333333333,163.999866685067,649.332333333333,268.999666666667,616.215,318.798918133333,648.000666666667
"107306568",2080.8054,1317.19065,2421.3888,1306.22055,2062.17565,1425.54405,4382.555,1822.8115,2881.53955,1256.0154,1732.7257,2000.9305,1081.41435,3215.3809,1416.122
"107312730",37.3333333333333,25.3333333333333,35.3333083553333,23.3333333333333,22,37,76.3333333333333,58.6665,32.6666466666667,20,132,25.0000333333333,94.6666666666667,54,65.3333333333333
"107311156",94.51904125,78.9915325,69.0456675,70.76810875,85.0492675,90.81250125,123.5312375,86.94434125,97.444975,55.61270375,90.15620625,91.21395125,95.6386675,101.47284,124.9598025
"107311191",404,312,323,275,353,404,405,337,394,235,501,333,465,490,455
"107317953",781,605,468,601,686,667,1110,772,812,441,798,868,728,913,1004
"107314132",283.000133333333,207,199.333433333333,192.333333333333,210,297,347.6668,246.999833333333,305.999966666667,167.000066666667,372.666733333333,256.666633333333,331.6668,343.3333,375.666966666667
"107314109",391.5,276.25,293.000025,281.25,327.5,450.500475,509.500125,378,378.2502,217.75,524.2495,323.5,420.5012,491.25,508.74945
"107314157",0.666668,0.333333333333333,2,7.66665,9.66666,3.33333333333333,2,0.333333333333333,8.33333,15.33333,4.33333666666667,2.66666666666667,0.666666666666667,1.33333333333333,0.666666666666667
"107315734",5,18,10,9,8,10,21,13,32,30,90,8,8,12,14
"107315760",157.19994,119.39992,148.59998,124.00004,107.19988,171.40002,175.40002,148.60004,161.39996,77.39988,140.99992,127.20006,175.99996,169.00002,229.60002
"107315759",317.666733333333,311.333253333333,322.666833333333,269.666756666667,432.6649,441.999866666667,508.3342,369.6666,413.6666,265.333566666667,428.3336,349.0001,356.000166666667,484.667833333333,462.0002
"107315208",240.349409846833,160.480298966667,155.826552638756,155.216566666667,204.733511111111,163.719555555556,250.253122222222,195.430344444444,241.340846122222,174.075133333333,176.674150976667,157.566991655556,192.811288888889,310.572489682556,214.683566666667
"107319590",44.74996575,23.24995153525,24.37501094175,30.00003171725,29.37495,29.874990015,50.374944325625,30.50005,42.374948699125,18.125,28.2499447625,29.750025,36.874983875,47.875017375,45.374969
"107319592",196,158,139,165,176,213,251,224,224,136,279,142,224,256,267
"107319596",317,265,227,351,254,189,487,356,354,192,256,240,288,489,305
"107306655",46.3166799575,33.8749975,36.5,33.49995,32.12496206125,42.00005,47.896921627425,41.31777575,41.6899647640125,23.0230303690625,49.02687500995,38.4552503346875,44.340862581875,48.000002501725,60.6250006969
"107306656",2760,1786,2001,1638,2073,2451,3036,2181,1950,1449,2487,2187,3382,3387,3372
"107306683",0,0,21,1,0,38.3065,0,0,0,13,0,38,0,31,1.02139
"107307024",281,204,194,195,233,232,346,230,273,175,263,235,260,322,404
"107306990",5.5,22,7,23,1,21.5,0.5,16.5,13.49998,10.50001,3,20.5,59,31,67
"107306163",209.4000046332,128.6000326294,98.19991063948,141.399973462,162.59986696,135.0000088796,217.8001038394,149.5999059,190.5999556514,62.9998895352,209.7999807316,109.4000311006,218.79996,180.4000962188,247.9999708742
"107306170",32111,24063,12854,23062,26787,13466,42308,33333,33505,10298,35878,15573,41088,24092,45502
"107306169",239,201,110,148,147,102,216,139,204,62,215,89,162,141,210
"107306180",25.2,16.3999798,18.60002,17,17.6,17.00556,27.60006,29.39998,26.00858,19.00002,29.2,17.8,36.19998,22.4,36.59992
"107309925",0.75,0,0.5,1.75,1,0,2.5,2.5,0.5,0,38.7501,11.25,10.75,125.00010225,43.999875
"107309928",89,63,70,62,75,108,100,80,88,41,128,87,81,95,124
"107309930",606.5,408,361,441.5,492,467,751.5,540,593,308.5,702.5,495,501,603.5,722
"107309929",50,31.5,51,57,31,45.50001,67.5,50,55.5,31.99999,75,49.5,59.5,100.0002,101.99985
"107323138",1140,574,430,713,832,780,1302,657,910,550,964,853,1583,1716,1932
"107323567",507.49985,317,232.5,356.5,347.50015,340.0002,583.0015,323.00005,437.50015,248.49975,316.00005,310.00003,348.9999,353.5002,562.5007
"107311950",403.24995,226.250075,223.7499,269.50022543,352.24955,347.499775,362.4995,289.49893,372.499375,226.000075,325.7492,276.2506,295.251175,447.24895,414.250025
"107311952",463.783,326.375000002412,265.0781262225,300.87537625,392.203925,407.2065,486.62475,393.37525008675,430.37517625,255.79019,419.499775,383.70476375,364.77927677125,448.9997025,594.749375
"107311951",310,125,193,221,206,162,101,309,244,162,711,127,273,398,369
"107315509",77.5000375,58.75012,44.9999325,48.7500675,80.2499775,62.7500875,71.4999475,72.500125,74.74995885,41.499985,68.749985,60.00010375,77.5000725,101.9999975,91.5
"107315507",2449,2259,1727,1863,2564,2148,2883,2543,2633,1422,3449,2559,2863,3513,3694
"107315514",708.2511,540.248825,583.749107835,525.99875,751.0006875,842.50005,781.5010325,674.7503075,753.4997760975,462.7498375,882.499018425,532.750000005125,917.5004,785.250425,1158.74925
"107315510",547,365,296,325,587,619,524,463,501,383,666,525,771,675,1451
"107310588",9.69230226769231,4.29690781361538,8.69230461538462,4.15385261538462,5.30769230769231,4.76923137769231,9.92307180261538,6.92307850923077,9.21793235876923,6.53846153846154,24.0769069230769,4.46153638461538,17.3076892307692,9.82429692307692,13.3846153846154
"107311442",1601,1361,1386,1259,1231,1536,1903,1690,1579,990,1968,1545,2411,1865,2157
"107322765",62.87498375,51.0000385125,61.500015,42.375046493625,55.500026625,60.874976129,76.49998185,53.2499616125,61.87489643125,30.3750000197,73.2500096025,33.5,75.499987405,75.7499749375,66.7500021875
"107310033",999.9975,736.0005,568.0025,661.5,818.499,829.4985,1070.998,830,993.9995,456.5,1018.5,870.9985,731,1005.99873,1289.002
"107310039",1192,929,673,828,1150,1149,1462,1223,1249,765,1640,1329,1303,1485,1876
"107310040",869,715,635,640,940,877,1164,940,949,614,1092,885,944,1008,1252
"107310060",303.5,293.5,263.4999893,290.5000001145,299.50005,367,432.50000005,287.5,257,236.50000002815,610,207.000103,457.0001,380,375.5000012
"107310066",707,555,413,511,569,640,687,609,787,353,715,644,481,670,863
"107318424",19,21,8,24,17,22,14,16,41,5,16,13,25,49,41
"107318423",2916,1779.999,1577.999,3295.5,1919.5015,2718.0005,4748,2145,3198.5,1446.9985,3936.5,3162.5,3229.5,7244.015,4787
"107318390",8,3,8,5.5,1,12.49999,5,8.99999,2,2,7.5,0.5,32,12.000005,5.5
"107317436",26.59996,39.40007,26.399946,36.700035,47.500013,38.200021,56.600044,81.19997,29.900033,16.999999,87.100007,63.199952,44.000052,33.000086,143.99993
"107309796",1411,701,721,583,958,656,1458,1062,1115,389,1287,865,1056,875,1921
"107315890",398,317,403,309,367,375,434,373,375,251,466,275,412,480,443
"107315810",5753,4974.685,3657.5,4070,5923.17,6892,8896.985,6397.5,7060.52,3172,5626.5,4603.175,5256.5,6012.5,7169.015
"107315833",4,1,6,7,1,1,5,4,3,3,6,0,2,1,0
"107317305",6247.36,5005.68,5867.44,4558.75,6718.51,6288.82,7915.26,6392.31,4838.28,4066.69,6699.35,6721.48,11491.3,11026.6,9142.72
"107318563",18.250000012175,14.25,14.5,18.5,17.75,20.75,35.7500000076,20.9999975,18.00000000955,11.2499875,31.999899,20.500002975,26.25,29.75,23.00000142
"107318499",462.499075,405.249155,401.74935,343.249975,477.001075,1375.750425,587.24985,405.0006,655.4995,382.249575,871.24955,552.75055,444.7503,588.4998,595.99975
"107317978",350.39964,231.59986,160.80002,195.400000027,271.79982,225.20050000226,389.19968,295.79940000316,289.4006,139.59996,185.19994,213.40008,185.19998994,209.60000286314,229.6
"107317952",187,131.4998823,78.50001715,112.49985681,108.5,143.5000001325,149.000025015,121.5,132,89.5001608335,407.000002875,120.5000003355,161,125.000110065,173.50000413
"107318008",3,4,4,3,0,2,5,6,0,0,1,20,0,4,1
"107305708",70.57495,52.5,20.500015,32.499975,39,33.647665,51.00002,48.5536,55,13.3397,45.171555,26.623305,39.23975,32.626485,78.2891
"107315196",1263.75175,791.74825,857.501,964.999,1131.99925000303,966.25125835,2084.25,957.7504225,1395.2505,709.00075,1071.75075,958.49950001865,1154.25,1257.50050001273,1666.75
"107317523",33.5999850482,23.400000292,22.199996,22.50003329,21.8,28.09995122,33.699945,30.80002,24.3,17.69999600226,33.59997,24.0000300536,34.4000298,33.700052,42.5999992
"107309927",78,48,57,65,62,43,110,59,38,56,22,51,59,72,78
"107317962",2122.31,1520.1,1000.49,1343.75,1097.12,1322.51,1313.51,657.631,1924.77,960.765,2425.43,1269.81,1443.86,3368.79,1581.56
"107317973",37.1428303714286,25.0000214285714,23.1428571428571,24.5714228571429,27.714316703,29.4285299957143,39.0000142976714,26.428593748,33.4285857142857,15.5714244,37.2857,22.2857714285714,25.4285342877714,31.1428,32.2857857142857
"107317840",7.50001,3.5,0.5,17.5,2.5,2,4.5,0,2,1,3.5,2,3.499999,6.99999,7.499985
"107317767",687.001133333333,381.3345,387.668133333333,498.666333333333,308.3335,240.0001,515.665933333333,350.333366666667,544.333633333333,118.333366666667,389.6681,401.334966666667,737.333966666667,619.6673,504.999266666667
"107317768",628,375,498.5,594.49805,526.49975,410.5,452.5,360.49985,596.00225,184.5,1116.5018,573.5,1295.998,1124.49755,1095.49995
"107307054",70,69,62,85,87,82,135,68,83,43,74,65,85,107,144
"107315608",324.00015,183.00015,187.50005,196,258.50000004905,193.5,309.5,251.0002,262.5,132.49985,288,294.777,251.5002,380,434.5002
"107315609",666,512,463,550,584,559.91,821,736,830,414,690,475.446,731,744,986
"107315603",1160,860,885,828,893,1028,1508,1070,982,708,1286,944,1178,1364,1412
"107315607",87,58,83,99,77,104,153,165,82,39,79,43,214,93,66
"107318122",1163,955,729,982,1126,1011,1337,1374,1207,764,1355,1269,1287,1668,1504
"107318118",2074.96,1459.96,1204,1579,1757.99,1635,2174,1948.91,1830,1087,1928.97,1906,1402.98,1910.94,2485.99
"107318116",953.998,700.5,472,683,806,1161,1133.501,934.0025,987.0025,492.5,1129.5005,754,823.9985,974.5025,1214.5005
"107318117",442,325,305,354,425,353.5,542,427.5,495,248.5,440,410.5,444.5,531.5,517
"107318120",3209,2259,2293,2251,2623,3904,4084,3022,3335,1629,4203,2411,3326,3372,3809
"107318114",472.5,296,305,332,330.00015,452,454,321.5001,350.5,276.5002,532,362.5,505.5,527,588.0015
"107319508",74.5,45,53.5,64,77.99995,51.5,76,66.5,58.500005,37.000012295,74.00015,52.5,79.49985,80,86.5001
"107307602",47,53,40,61,67,49,68,42,75,33,58,47,54,98,86
"107307603",64,71,71,62,82,74,85,74,114,76,93,58,83,114,113
"107307604",3961,3600,2629,2257,5787,5199,5869,4820,1294,1510,1385,3753,7821,4397,5449
"107307605",412.9999,361.20058,283.4002,232.80004,582.00068,550.60016,599.2002,480.19998,149.19994,157.399994,162.5999,347.59964,747.79926,436.80042,523.60038
"107307607",1519.71,1331.26,984.417,1191.99,1673.42,1711.33,1913.93,1416.49,1442.68,885.511,1704.68,1404.37,1512.37,1881.01,2061.59
"107312584",136.48978,94.60672,100.71518,100.39514,136.20482,133.82786,166.881175934,126.19992,131.88972,74.803,127.5541,112.9507,115.40780396,128.94484,150.0568
"107312607",4999,3300,2910,3507,4162,4232,5483,4694,4880,2512,5199,4534,4524,5615,6530
"107312492",10,9,8,11,2,12,12,5,3,3,4,4,6,7,3
"107312494",315.333338866667,321.666766666667,166.333270966667,232.999900410333,373.3334,329.667,412.9994,278.666732965,430.998533392333,182.666666666667,401.001266666667,292.333433508333,354.000080666667,414.0013,558.667
"107312587",3512.4985,2431.001,2482.5015,3270.5,3237.98,2275.0025,5260.002,3919,4036,1817.9995,2843.9665,3059.995,2784.9985,3924.498,3454
"107312586",805,538,619,676,733,587,937,951,667,364,653,843,481,656,545
"107316013",509.3087,372.666758191667,316.666566666667,335.307266666667,403.968667916667,384.576366666667,650.5893,489.2988197,556.948334636667,253.6473,435.923333333333,493.954833333333,611.5357,432.271533333333,527.626798235667
"107315982",1320,998,1064,1059,1273,1132,1531,1107,1419,767,1389,1095,1583,1809,1716
"107325585",288.2490525,196.250125,191.7499225,175.499985,178.750025,290.50043,315.24918,166.750025,237.250125,147.2499475,313.749025,176.2499775,343.99985,304.99975,585.749
"107325389",249,198,124,191,249,207,264,212,220,154,277,204,185,254,305
"107317574",22,7,41,0,9,8,27,8,2,15,11,1,12,29,16
"107322064",80.12505,55.3750225,63.87495,60.2500475,72.1250125,87.6249,89.1250375,72.5000125,80.74994125,61.2499392674875,90.6250375,64.49995,90.125025,94.6250875,91.37498875
"107322038",2964,1732,1483,1779,2104,1999,2967,2410,2246,1133,2040,1842,2342,2931,3049
"107322032",19.5,8.5,12.5,15,21,14.000005,23,16.5,22,8.999995,20.99999,14.99999,12.5,17,27.5
"107322055",0.5,4,4,4.5,4.5,6.5,7.50002,1,12,5,17.5,8.5,2,13.5,15.5
"107322048",1652.95,1212,1034.44,1127.97,1351.94,1364.87,1744.3,1510.49,1538.45,776,1567.94,1034.64,1608,2110.49,2172.69
"107306116",812,551,387,565,688,532,867,511,710,370,685,546,761,595,751
"107317716",294,216,206,253,285,278,392,266,231,149,273,212,220,254,233
"107317710",2157.56,1255.17,1211.83,1287.61,1544.17,748,2840.18,1362.05,1458.62,773.779,1364.81,1218.45,1047.23,1073.07,794.897
"107317678",212,122,126,116,123,113,198,129,155,97,156,124,122,165,104
"107323997",1021.249625,577.88825,737.74925,742.74875,716.38475,816.65675,1067.888575,904.74975,770.001675,559.50025,574.2495,412.501,694,804.001,815.75075
"107317656",635.99825,409.5002,346.49985,424.50015,531.9998,445.5002,776.00035,513.9976,539.5003,293.0001,957.99885,702.4976,599.99915,681.999,943.499
"107318063",55.875019766875,34.249999613125,35.4375375,33.375,43.37496875,48.187508125,59.4375125,49.437475,52.43749497,27.75001136,44.8749781634375,41.93747875,52.625,66.812495236875,75.56249376375
"107325427",8,3,7,2,0,2,5,2,0,2,6,0,5,3,4
"107325441",40.5,19,137.5,45.500008,32.5,10,16,35.5,25.5,29,14,51.5,11.5,36,30.000015
"107325424",2312,1624,1503,1349,1869,2522,2250,2010,2193,1265,2336,1757,2319,2133,2575
"107325429",52,31.5,38.5,36,46,36,42,42.5000003675,40.5,20.999977,41,27,30.5,51,45.5
"107325483",1368,1020.4985,930.4995,1108.5025,1190.99965,1053.5,1798.5,1431.499,1382.5025,767.0015,1196.999,1108.5005,1151.498,1436.5,1426.9975
"107325480",215,107,118,164,243,324,262,269,287,95,178,118,100,137,138
"107314694",275.000000058,202.74995,149.500003005225,179.7501863275,218.9999053125,262.750007487725,284.75,219.2499,269.5,153.500025,268.999925,267.000002271625,218.250025,266.99995,298.50015
"107314696",107.999953333333,45.3334366666667,52.9999433333333,54.3332766666667,55.6666666666667,64.6665333333333,97.3334,67.6666666666667,97.3332,41.0000666666667,106.999913333333,77.3334,56.6666333333333,77.3334,89.6666666666667
"107311585",1031,774,826,696,925,912,1363,1039,986,532,1311,815,1178,1416,1280
"107325144",66.750025,56.000025,38.5000025,60.25,59.2499825,59.0000075,82.49995,76.75005,69.999925,54.500075,105.75,72.49985,77.000055,84.2498225,80.99995
"107325146",2513,1786,1148,2059,2483,1758,2703,2100,2219,1516,2235,2016,2135,2591,3381
"107318145",154.785695559357,117.071507142857,115.9999883155,117.142849638857,160.571425446429,137.321238431071,194.613338054286,156.256791214286,150.612275077857,97.92847516505,157.357056742857,159.328718130786,154.143148898786,170.25685,119.928528571429
"107318268",6.48466,3,7,4,9,5.69169,10.7075,4.24252,5.75911,1,4,4,12.3633,13.7388,17.5258
"107318266",29.5153,20,25,14,28,55.3083,40.2925,30.7575,17.2409,9,20.5128,15,39.7899,28.2612,39.8995
"107318267",13,10.6666688666667,4.333334,6.66666666666667,9.66666666666667,7.33334633333333,9.00001333333333,4.33333333333333,7.33334333333333,0.666666666666667,14.1624,3.66666666666667,20.9489333333333,9.00000333333333,36.5248666666667
"107316005",228,145,93,215,227,281,269,191,287,108,239,186,131,200,319
"107316003",156.99975,118,30,212.00015,199.0001,12.00001,207.0002,163.5,23.5,79.5001,4096.0005,144.9999,248.5,138.49985,130.50015
"107316007",1120.499,679,826.5,762,913.502,831.49945,1336.998,1039.001,1010.49965,566,973.5,943.4995,807.5,1287,1269.9985
"107316002",1357.61,1094,996,878,1068,1805,2028,1322,2068,589,1459,1029,1019,1439,2302
"107316006",308.196,200.0002,177.5,265.4999,336.49985,267,324.5,268.5,255.5,162.99985,239.5,300.5002,288.5002,301,389.5
"107316004",556,199,364,280,311,251,386,353,244,232,457,207,355,383,346
"107318739",630.501105,422.9989475,353.0010025,367.2502775,530.249655,458.999,787.00099,660.2497,614.000825,288.7501025,565.50055,415.9997525,383.749945,707.750885,442.000425
"107318743",20935.8,16965,16231,18861,19336.9,19832,29653.9,23203.9,22294,14609.9,22096,18646.9,22250.9,28137,30567.8
"107318711",24,10,11,10,12,18,21,11,14,7,28,15,23,21,10
"107318707",1127.25025,806.499,630.00075,811.501375,960.24888,864.999193945,1298.00075,920.000775,1066.25075,532.4991075,1097.249,877.25035,976.75125,1030.25,1230.00175
"107318742",537,357,307,355,443,490,612,416,544,298,570,436,514,498,657
"107311040",1156.499,815.75,536.0006675,704.24975,966.25,746.49875,1285.50175,854.75175,1031.99875,617.74925,1011.251,994.00075,827.74925,1419.749,1308.7495
"107311028",3,0,2,6,3,8,2,3,10,5,3,0,5,1,4
"107323830",1313,872,639,921,727,506,1401,1094,988,444,2466,825,925,1227,1600
"107323844",750,612,595,708,776,482,1111,819,820,451,838,665,747,832,822
"107323815",182.75,76.49990026,140.4999,105.749925,102.2501,148.75,136.25,125.9999175,93.999875,58.500025,224.5,128.25,231.000225,138.24995,208.5
"107323849",54,44,73,55,69,100,91,38,78,51,277,58,100,63,75
"107323832",1860.5015,1537.5015,988.001,1223,2093.4995,1264.002,1992.9985,1432.5,2113.0015,868.002,1448.0015,1555.002,1575.4975,1921.4985,2602.502
"107315701",19.12499775,13.8750025,11.75,14,17,17.75005125,20.49996875,16,17.0000125,10.25000625,24.6249375,14.4999875,33.74996,27.12500125,29.25002125
"107315704",26,29,23,11,24,37,40,23,18,9,42,17,25,37,42
"107307343",419.102,293.697,273.329,278,353.793,416.305,440.725,333.135,400.522,201.127,387.726,302.521,336.076,372.654,529.901
"107307349",482,481,404,485,459,609,855,482,743,359,777,535,640,640,702
"107307346",58,76,95,66,94,93,103,97,88,82,195,94,102,95,171
"107307344",138.5,114.5,97.5,78,114.5,155,166,87,147.5,67,127,106,108.5,119,180.500125
"107315397",137,137,337,112,119,116,146,84,130,225,126,108,164,130,187
"107315394",1967,1380,1014,1458,1982,1955,2336,1970,1981,1112,2503,2427,2181,2182,3692
"107315393",1082,839,730,777,949,821,1165,1048,945,629,1047,889,895,1277,1090
"107315426",43.0000463246667,31.0000000543333,31.6666666666667,26.9999882433333,31.3333182483333,38.33324092,53.6666842,38.3333339233333,38.3333343866667,25.9999995566667,30.6666713333333,28.66666501,41.0000002393333,61.333466709,46.3332183633333
"107317871",26,21.5,18.999985,35,12.499985,23.5,32.5,34.5,18,23.5,25.5,14.999975,17.49999,18.5,25.5
"107307468",176.249975,126.25,93.4999,111.74995,125.50005,175.99995,156.99995,122.500125,111.250055,76.5000225,156.9999175,134.500015,105.999925,147.0000675,153.999975
"107307466",26,9,22,15,22,26,16,9,44,27,12,10,15,27,37
"107325809",57.6666666666667,39.6667233333333,30.6667216666667,48.4999833333333,52.833434672,50.5000333333333,54.000005,55.6666066666667,66.0000133333333,40.1666916666667,60.8333,48.6666016666667,50.8333683333333,58.9999333333333,68.4999433333333
"107325754",233.000033333333,165.000133333333,142.999833333333,183.000166666667,205.6667,206.333066666667,265.666666666667,216.000166666667,238.666766666667,136.3333,252.6665,201.3332,233.0001,224.9999,262
"107325735",337,262,215,279,266,310,447,299,294,161,365,283,333,337,437
"107325733",4033,2739,3037,3150,3382,3038,5535,3768,4011,2133,2263,3456,1776,3997,1940
"107325745",1388.22,1004.7,648,823.822,1130.27,1236.36,1390.24,1043.33,1245.15,566,1394.38,1031.52,1118.5,1182.58,2000.25
"107325746",169,98,75,70,114,113,159,126,116,73,166,160,121,145,218
"107315231",661.999906,377.800272,337.800472,495.2,445.8,389.999512,1928.40007000648,428,665.799186,337.6,691.799704,402.599812,563.00064800216,646.4,811.99943600744
"107314008",8711,8130,7493,6885,6938,6882,6913,5644,6238,3828,4773,4144,9183,6091,11116
"107314050",53,42,24,50,21,14,17,18,31,19,63,15,23,27,23
"107314058",914,739,508,646,813,569,987,787,603,408,812,675,717,910,1293
"107314041",265.023,134.009,201.029,206.212,227,291.036,347.112,265.981,315.98,157,614,196.227,315.275,350.29,273.176
